,beta,jaccard_sim,rbo
0,2.4473014582517484e-18,0.3333333333333333,0.3761887504856255
1,4.1894442245214644e-17,0.3333333333333333,0.3761887504856255
2,9.710854066232832e-15,0.3333333333333333,0.3761887504856255
3,1.4624756081691303e-14,0.3333333333333333,0.3761887504856255
4,8.082983150493081e-12,0.3333333333333333,0.3761887504856255
5,1.0819859144315856e-11,0.3333333333333333,0.3761887504856255
6,1.303352062627871e-11,0.3333333333333333,0.3761887504856255
7,2.170021687118318e-11,0.3333333333333333,0.3761887504856255
8,5.191861245024882e-11,0.3333333333333333,0.3761887504856255
9,5.865167118784158e-10,0.3333333333333333,0.3761887504856255
10,9.405508716145149e-10,0.3333333333333333,0.3761887504856255
11,1.2614899281603636e-09,0.3333333333333333,0.3770411724953247
12,1.644812453752465e-09,0.3333333333333333,0.3770411724953247
13,2.7823254325838603e-09,0.3333333333333333,0.37713461519257374
14,7.334002658165925e-09,0.3333333333333333,0.3796333874458874
15,9.17448265098946e-09,0.3333333333333333,0.3799426020408163
16,1.4843776136996765e-08,0.3333333333333333,0.3827734491575322
17,2.7287171703230416e-08,0.3333333333333333,0.38888888888888884
18,3.1226815691406065e-08,0.3333333333333333,0.3870123245528574
19,3.477575420972349e-08,0.3333333333333333,0.3870123245528574
20,3.4939933204416826e-08,0.3333333333333333,0.3870123245528574
21,9.73033560551029e-08,0.38461538461538464,0.39606368228163097
22,1.727783669093079e-07,0.3879598662207358,0.40147053343481914
23,1.7789453085498048e-07,0.38461538461538464,0.40022612488521575
24,2.667836493241579e-07,0.38461538461538464,0.39439909297052156
25,3.0512117494279737e-07,0.38461538461538464,0.398439208098299
26,3.468559590648487e-07,0.38461538461538464,0.40017028275956845
27,4.3256165450044207e-07,0.38461538461538464,0.39849993440902526
28,1.0799756733629055e-06,0.3717105263157895,0.38888888888888884
29,1.3661002169824003e-06,0.36602870813397126,0.37937313348027635
30,1.4376399176778157e-06,0.3618181818181818,0.3791881845006845
31,2.367667779912e-06,0.3333333333333333,0.3645613917672742
32,8.306161402396829e-06,0.3333333333333333,0.33466543766249957
33,1.0291864723352642e-05,0.3333333333333333,0.3333333333333333
34,1.2721057046884957e-05,0.3076923076923077,0.3297885121414532
35,1.3877832811782249e-05,0.3076923076923077,0.32933368157069826
36,1.597424946392761e-05,0.3021739130434783,0.32761626000262367
37,2.1317688489062266e-05,0.29705882352941176,0.3285532088562392
38,2.481789492045916e-05,0.28801843317972353,0.3242638999468476
39,2.7275804759136204e-05,0.29411764705882354,0.3192201894802048
40,2.9048175667182475e-05,0.2922201138519924,0.31818494005994
41,4.4884320693436764e-05,0.2857142857142857,0.3175025000169831
42,5.299852295998328e-05,0.2857142857142857,0.317006069327498
43,6.580483309954681e-05,0.2857142857142857,0.3187074829931973
44,7.772314255729061e-05,0.2857142857142857,0.31656643315495364
45,9.384252933939107e-05,0.2857142857142857,0.3133730158730158
46,0.00011149621500004288,0.2857142857142857,0.3112244897959183
47,0.00018884228514602798,0.2857142857142857,0.312307831057831
48,0.0002780904924701676,0.2857142857142857,0.312307831057831
49,0.0003336782755678131,0.2857142857142857,0.3080681972348639
50,0.0003390251163974133,0.2857142857142857,0.3080681972348639
51,0.00036148734001102115,0.2857142857142857,0.31066379387807963
52,0.00040206449500880537,0.2857142857142857,0.31066379387807963
53,0.00042458268144265947,0.2857142857142857,0.31017258755353994
54,0.00048145872579254736,0.2857142857142857,0.3093249956715931
55,0.0004857389365470689,0.2857142857142857,0.3093249956715931
56,0.0005743086431107071,0.2857142857142857,0.3064433185861758
57,0.0006113485281368961,0.2857142857142857,0.3027201431047585
58,0.0009629009763495132,0.2792207792207792,0.29999995330524176
59,0.0010008258416051687,0.2727272727272727,0.29999995330524176
60,0.001399934568247058,0.25925925925925924,0.29474498396109194
61,0.00177169314195051,0.25,0.2918029706740779
62,0.002357025374463413,0.25,0.28345449659552224
63,0.002468102835881146,0.23973727422003283,0.28187731072346456
64,0.003083457711489889,0.21739130434782608,0.27912808641975306
65,0.003347303064717096,0.2,0.27777777777777773
66,0.0037242952862750756,0.2,0.27715727114765576
67,0.0037865143249453366,0.2,0.27715727114765576
68,0.004081857986452269,0.2,0.27715727114765576
69,0.004133866788065185,0.2,0.27715727114765576
70,0.005328851132573566,0.18181818181818182,0.2675056167693043
71,0.005754984322790795,0.17647058823529413,0.2548589065255732
72,0.0060139801771281675,0.1724137931034483,0.2548589065255732
73,0.0061597610421503576,0.16954022988505746,0.2533013668430335
74,0.0071414247521081,0.16666666666666666,0.25
75,0.0076336339284266055,0.16129032258064516,0.24666666666666667
76,0.009510650048576763,0.14285714285714285,0.22755102040816325
77,0.00981141368829724,0.14285714285714285,0.22698234305377163
78,0.010209317223362472,0.1380952380952381,0.2222222222222222
79,0.010239355541771423,0.13333333333333333,0.2222222222222222
80,0.01116334077042585,0.125,0.21514825837742502
81,0.013509334600623875,0.10344827586206896,0.19351190476190477
82,0.015587791454433795,0.09090909090909091,0.17994349142859206
83,0.024164572782020683,0.0625,0.13303060365560365
84,0.025438697924848687,0.058823529411764705,0.13303060365560365
85,0.027897192641481515,0.058823529411764705,0.12497795414462082
86,0.029446497995884925,0.05555555555555555,0.1111111111111111
87,0.03209388784767559,0.05263157894736842,0.11009479717813052
88,0.03284891757158601,0.05263157894736842,0.10903344671201814
89,0.03822352512358478,0.05263157894736842,0.10277777777777776
90,0.03854484259817225,0.05263157894736842,0.09748925158527233
91,0.044079676581305634,0.05263157894736842,0.09363064767476531
92,0.05684155135426422,0.047619047619047616,0.08600051743991138
93,0.07429165763086909,0.04,0.06633125569575149
94,0.12616602101263427,0.034482758620689655,0.04885121798616608
95,0.13061504675033575,0.034482758620689655,0.047896825396825396
96,0.135846475684371,0.034482758620689655,0.047896825396825396
97,0.16080414336138138,0.03225806451612903,0.042855034399152045
98,0.2040052936577635,0.02857142857142857,0.03476391639886449
99,0.2124018295394286,0.02857142857142857,0.02985835537918871
